id,anio,mun,estratos,sexo,edad,total,total_low,total_upp,dim,nomgeo
206,2015.0,13.0,Pobreza muy alta,Mujer,0-11,4236.0,284732277204000.0,562467722796000.0,Bienes Durables,Xochimilco
207,2015.0,13.0,Pobreza muy alta,Mujer,12-29,5772.0,388895335423000.0,765504664577000.0,Bienes Durables,Xochimilco
208,2015.0,13.0,Pobreza alta,Hombre,45-59,1836.0,136306234822000.0,230893765178000.0,Bienes Durables,Xochimilco
209,2015.0,13.0,Pobreza alta,Mujer,12-29,4567.0,329903156495000.0,583496843505000.0,Bienes Durables,Xochimilco
210,2015.0,13.0,Pobreza moderada,Hombre,60 y mas,3833.0,277826405094000.0,488773594906000.0,Bienes Durables,Xochimilco
211,2015.0,13.0,Pobreza moderada,Hombre,No especificado,28.0,-188370049365000.0,748370049365000.0,Bienes Durables,Xochimilco
212,2015.0,13.0,Pobreza moderada,Mujer,0-11,7960.0,589079853054000.0,100292014695000.0,Bienes Durables,Xochimilco
213,2015.0,13.0,Pobreza moderada,Mujer,No especificado,22.0,-103657863433000.0,543657863433000.0,Bienes Durables,Xochimilco
214,2015.0,13.0,Satisfaccion mínima,Hombre,0-11,8966.0,583867695429000.0,120933230457000.0,Bienes Durables,Xochimilco
215,2015.0,13.0,Satisfaccion mínima,Hombre,12-29,14997.0,96854275359700.0,203085724640000.0,Bienes Durables,Xochimilco
216,2015.0,13.0,Satisfaccion mínima,Hombre,60 y mas,4543.0,303169722267000.0,605430277733000.0,Bienes Durables,Xochimilco
217,2015.0,13.0,Satisfaccion mínima,Mujer,30-44,12896.0,799189770438000.0,178001022956000.0,Bienes Durables,Xochimilco
218,2015.0,13.0,Satisfaccion mínima,Mujer,60 y mas,6204.0,417259516790000.0,823540483210000.0,Bienes Durables,Xochimilco
219,2015.0,13.0,Estrato alto,Hombre,0-11,14253.0,104476316860000.0,180583683140000.0,Bienes Durables,Xochimilco
220,2015.0,13.0,Estrato alto,Hombre,30-44,20107.0,151702945797000.0,250437054203000.0,Bienes Durables,Xochimilco
221,2015.0,13.0,Estrato alto,Hombre,No especificado,169.0,-199245776348000.0,357924577635000.0,Bienes Durables,Xochimilco
222,2015.0,13.0,Estrato alto,Mujer,45-59,17353.0,133598359622000.0,213461640378000.0,Bienes Durables,Xochimilco
223,2015.0,14.0,Pobreza muy alta,Hombre,12-29,420.0,-751973222143000.0,915197322214000.0,Bienes Durables,Benito Juárez
224,2015.0,14.0,Pobreza muy alta,Hombre,45-59,523.0,749569718175000.0,103850430282000.0,Bienes Durables,Benito Juárez
225,2015.0,14.0,Pobreza muy alta,Mujer,0-11,699.0,521654703923000.0,134583452961000.0,Bienes Durables,Benito Juárez
226,2015.0,14.0,Pobreza muy alta,Mujer,45-59,356.0,-142171807137000.0,854171807137000.0,Bienes Durables,Benito Juárez
227,2015.0,14.0,Pobreza alta,Hombre,12-29,225.0,-732782736118000.0,457327827361000.0,Bienes Durables,Benito Juárez
228,2015.0,14.0,Pobreza alta,Hombre,30-44,260.0,-688805050636000.0,526888050506000.0,Bienes Durables,Benito Juárez
229,2015.0,14.0,Pobreza alta,Hombre,45-59,284.0,459832183960000.0,52201678160400.0,Bienes Durables,Benito Juárez
230,2015.0,14.0,Pobreza alta,Hombre,60 y mas,35.0,-276844932738000.0,727684493274000.0,Bienes Durables,Benito Juárez
231,2015.0,14.0,Pobreza alta,Mujer,12-29,309.0,-399932822220000.0,657993282222000.0,Bienes Durables,Benito Juárez
232,2015.0,14.0,Pobreza alta,Mujer,45-59,149.0,234759929583000.0,274524007042000.0,Bienes Durables,Benito Juárez
233,2015.0,14.0,Pobreza moderada,Hombre,12-29,1835.0,108468277540000.0,258531722460000.0,Bienes Durables,Benito Juárez
234,2015.0,14.0,Pobreza moderada,Hombre,45-59,1556.0,934247507668000.0,217775249233000.0,Bienes Durables,Benito Juárez
235,2015.0,14.0,Pobreza moderada,Mujer,30-44,2574.0,154783884628000.0,360016115372000.0,Bienes Durables,Benito Juárez
236,2015.0,14.0,Pobreza moderada,Mujer,60 y mas,4269.0,306336241081000.0,547463758919000.0,Bienes Durables,Benito Juárez
237,2015.0,14.0,Satisfaccion mínima,Hombre,12-29,12593.0,85927896014800.0,165932103985000.0,Bienes Durables,Benito Juárez
238,2015.0,14.0,Satisfaccion mínima,Hombre,45-59,7547.0,478678120271000.0,103072187973000.0,Bienes Durables,Benito Juárez
239,2015.0,14.0,Satisfaccion mínima,Mujer,0-11,4444.0,265127373541000.0,623672626459000.0,Bienes Durables,Benito Juárez
240,2015.0,14.0,Estrato alto,Hombre,0-11,15695.0,123023225975000.0,190876774025000.0,Bienes Durables,Benito Juárez
241,2015.0,14.0,Estrato alto,Hombre,12-29,30562.0,252896830404000.0,358343169596000.0,Bienes Durables,Benito Juárez
242,2015.0,14.0,Estrato alto,Hombre,45-59,29018.0,239526371622000.0,340833628378000.0,Bienes Durables,Benito Juárez
243,2015.0,14.0,Estrato alto,Mujer,12-29,30837.0,265139935657000.0,351600064343000.0,Bienes Durables,Benito Juárez
244,2015.0,14.0,Estrato alto,Mujer,60 y mas,30317.0,261007138473000.0,345332861527000.0,Bienes Durables,Benito Juárez
245,2015.0,15.0,Pobreza alta,Mujer,0-11,927.0,485568460740000.0,13684315392600.0,Bienes Durables,Cuauhtémoc
246,2015.0,15.0,Pobreza alta,Mujer,45-59,904.0,467223870981000.0,134077612902000.0,Bienes Durables,Cuauhtémoc
247,2015.0,15.0,Pobreza moderada,Hombre,12-29,10151.0,792743287128000.0,123745671287000.0,Bienes Durables,Cuauhtémoc
248,2015.0,15.0,Pobreza moderada,Mujer,12-29,10051.0,757634648110000.0,125256535189000.0,Bienes Durables,Cuauhtémoc
249,2015.0,15.0,Pobreza moderada,Mujer,30-44,9600.0,78030499259300.0,113969500741000.0,Bienes Durables,Cuauhtémoc
250,2015.0,15.0,Pobreza moderada,Mujer,45-59,8938.0,64992454553300.0,113767545447000.0,Bienes Durables,Cuauhtémoc
251,2015.0,15.0,Satisfaccion mínima,Hombre,0-11,13387.0,10852268909300.0,15921731090700.0,Bienes Durables,Cuauhtémoc
252,2015.0,15.0,Satisfaccion mínima,Hombre,30-44,22537.0,192091858442000.0,258648141558000.0,Bienes Durables,Cuauhtémoc
253,2015.0,15.0,Estrato alto,Hombre,60 y mas,13097.0,106761274552000.0,155178725448000.0,Bienes Durables,Cuauhtémoc
254,2015.0,15.0,Estrato alto,Hombre,No especificado,20.0,-126270096430000.0,526270096430000.0,Bienes Durables,Cuauhtémoc
255,2015.0,15.0,Estrato alto,Mujer,30-44,30822.0,24838453411600.0,36805546588400.0,Bienes Durables,Cuauhtémoc
256,2015.0,15.0,Estrato alto,Mujer,45-59,22248.0,187004885552000.0,257955114448000.0,Bienes Durables,Cuauhtémoc
257,2015.0,16.0,Pobreza muy alta,Mujer,0-11,255.0,492592397882000.0,460740760212000.0,Bienes Durables,Miguel Hidalgo
258,2015.0,16.0,Pobreza muy alta,Mujer,12-29,433.0,533294239401000.0,81267057606000.0,Bienes Durables,Miguel Hidalgo
259,2015.0,16.0,Pobreza muy alta,Mujer,30-44,362.0,152423786597000.0,571576213403000.0,Bienes Durables,Miguel Hidalgo
260,2015.0,16.0,Pobreza alta,Hombre,0-11,256.0,881219094007000.0,423878090599000.0,Bienes Durables,Miguel Hidalgo
261,2015.0,16.0,Pobreza alta,Hombre,45-59,367.0,133414833053000.0,600585166947000.0,Bienes Durables,Miguel Hidalgo
262,2015.0,16.0,Pobreza alta,Mujer,12-29,616.0,206596330026000.0,102540366997000.0,Bienes Durables,Miguel Hidalgo
263,2015.0,16.0,Pobreza moderada,Hombre,0-11,2308.0,11813867317700.0,34346132682300.0,Bienes Durables,Miguel Hidalgo
264,2015.0,16.0,Pobreza moderada,Hombre,12-29,4179.0,231250086108000.0,604549913892000.0,Bienes Durables,Miguel Hidalgo
265,2015.0,16.0,Pobreza moderada,Hombre,60 y mas,2903.0,176514466971000.0,404085533029000.0,Bienes Durables,Miguel Hidalgo
266,2015.0,16.0,Pobreza moderada,Mujer,12-29,4523.0,243588994548000.0,661011005452000.0,Bienes Durables,Miguel Hidalgo
267,2015.0,16.0,Pobreza moderada,Mujer,60 y mas,5709.0,399873697345000.0,741926302655000.0,Bienes Durables,Miguel Hidalgo
268,2015.0,16.0,Pobreza moderada,Mujer,No especificado,109.0,-999354606981000.0,317935460698000.0,Bienes Durables,Miguel Hidalgo
269,2015.0,16.0,Satisfaccion mínima,Hombre,30-44,9297.0,683905147271000.0,117549485273000.0,Bienes Durables,Miguel Hidalgo
270,2015.0,16.0,Satisfaccion mínima,Mujer,12-29,11463.0,734543085462000.0,155805691454000.0,Bienes Durables,Miguel Hidalgo
271,2015.0,16.0,Estrato alto,Hombre,12-29,24781.0,172107501605000.0,323512498395000.0,Bienes Durables,Miguel Hidalgo
272,2015.0,16.0,Estrato alto,Hombre,No especificado,61.0,-253439831572000.0,147343983157000.0,Bienes Durables,Miguel Hidalgo
273,2015.0,16.0,Estrato alto,Mujer,0-11,15591.0,976919183454000.0,21412808165500.0,Bienes Durables,Miguel Hidalgo
274,2015.0,16.0,Estrato alto,Mujer,60 y mas,19655.0,154422103339000.0,238677896661000.0,Bienes Durables,Miguel Hidalgo
275,2015.0,17.0,Pobreza muy alta,Hombre,0-11,1013.0,405346678173000.0,16206533218300.0,Bienes Durables,Venustiano Carranza
276,2015.0,17.0,Pobreza muy alta,Hombre,30-44,885.0,466136516047000.0,130386348395000.0,Bienes Durables,Venustiano Carranza
277,2015.0,17.0,Pobreza muy alta,Hombre,45-59,1092.0,676392960617000.0,150760703938000.0,Bienes Durables,Venustiano Carranza
278,2015.0,17.0,Pobreza muy alta,Mujer,12-29,1833.0,114257978165000.0,252342021835000.0,Bienes Durables,Venustiano Carranza
279,2015.0,17.0,Pobreza alta,Mujer,0-11,1083.0,292788412723000.0,187321158728000.0,Bienes Durables,Venustiano Carranza
280,2015.0,17.0,Pobreza alta,Mujer,12-29,1415.0,829469051260000.0,200053094874000.0,Bienes Durables,Venustiano Carranza
281,2015.0,17.0,Pobreza alta,Mujer,30-44,1281.0,65707317850000.0,190492682150000.0,Bienes Durables,Venustiano Carranza
282,2015.0,17.0,Pobreza alta,Mujer,45-59,697.0,372677307350000.0,102132269265000.0,Bienes Durables,Venustiano Carranza
283,2015.0,17.0,Pobreza moderada,Hombre,0-11,7610.0,551707883209000.0,970292116791000.0,Bienes Durables,Venustiano Carranza
284,2015.0,17.0,Pobreza moderada,Hombre,60 y mas,6297.0,468537504358000.0,790862495642000.0,Bienes Durables,Venustiano Carranza
285,2015.0,17.0,Pobreza moderada,Mujer,12-29,11405.0,882743702332000.0,139825629767000.0,Bienes Durables,Venustiano Carranza
286,2015.0,17.0,Satisfaccion mínima,Hombre,0-11,10408.0,789619952757000.0,129198004724000.0,Bienes Durables,Venustiano Carranza
287,2015.0,17.0,Satisfaccion mínima,Hombre,60 y mas,7747.0,613224042928000.0,936175957072000.0,Bienes Durables,Venustiano Carranza
288,2015.0,17.0,Estrato alto,Hombre,12-29,22649.0,189084402558000.0,263895597442000.0,Bienes Durables,Venustiano Carranza
289,2015.0,17.0,Estrato alto,Hombre,60 y mas,13188.0,110811328959000.0,152948671041000.0,Bienes Durables,Venustiano Carranza
290,2015.0,17.0,Estrato alto,Mujer,12-29,21316.0,181112942124000.0,245207057876000.0,Bienes Durables,Venustiano Carranza
291,2015.0,17.0,Estrato alto,Mujer,60 y mas,16143.0,131274208986000.0,191585791014000.0,Bienes Durables,Venustiano Carranza
292,2015.0,2.0,Pobreza muy alta,Hombre,30-44,844.0,389178262605000.0,129882173739000.0,Bienes Durables,Azcapotzalco
293,2015.0,2.0,Pobreza muy alta,Mujer,0-11,573.0,129349300197000.0,101665069980000.0,Bienes Durables,Azcapotzalco
294,2015.0,2.0,Pobreza muy alta,Mujer,12-29,1003.0,483848827758000.0,152215117224000.0,Bienes Durables,Azcapotzalco
295,2015.0,2.0,Pobreza muy alta,Mujer,30-44,772.0,372968475333000.0,11710315246700.0,Bienes Durables,Azcapotzalco
296,2015.0,2.0,Pobreza muy alta,Mujer,45-59,507.0,246335394024000.0,767664605976000.0,Bienes Durables,Azcapotzalco
297,2015.0,2.0,Pobreza muy alta,Mujer,60 y mas,576.0,220121364430000.0,931878635570000.0,Bienes Durables,Azcapotzalco
298,2015.0,2.0,Pobreza alta,Hombre,60 y mas,802.0,363290658177000.0,12407093418200.0,Bienes Durables,Azcapotzalco
299,2015.0,2.0,Pobreza alta,Mujer,12-29,1344.0,65907852440300.0,202892147560000.0,Bienes Durables,Azcapotzalco
300,2015.0,2.0,Pobreza alta,Mujer,30-44,1252.0,590233447463000.0,191376655254000.0,Bienes Durables,Azcapotzalco
301,2015.0,2.0,Pobreza alta,Mujer,45-59,1025.0,549469845206000.0,150053015479000.0,Bienes Durables,Azcapotzalco
302,2015.0,2.0,Pobreza moderada,Hombre,30-44,6040.0,423097329256000.0,784902670744000.0,Bienes Durables,Azcapotzalco
303,2015.0,2.0,Satisfaccion mínima,Hombre,60 y mas,7315.0,557129346064000.0,905870653936000.0,Bienes Durables,Azcapotzalco
304,2015.0,2.0,Satisfaccion mínima,Mujer,30-44,15270.0,127934312724000.0,177465687276000.0,Bienes Durables,Azcapotzalco
305,2015.0,2.0,Satisfaccion mínima,Mujer,45-59,14199.0,11427601708300.0,16970398291700.0,Bienes Durables,Azcapotzalco
306,2015.0,2.0,Satisfaccion mínima,Mujer,60 y mas,13805.0,11304868876300.0,16305131123700.0,Bienes Durables,Azcapotzalco
307,2015.0,2.0,Estrato alto,Hombre,12-29,22193.0,190210045456000.0,253649954544000.0,Bienes Durables,Azcapotzalco
308,2015.0,2.0,Estrato alto,Hombre,30-44,21962.0,180943848903000.0,258296151097000.0,Bienes Durables,Azcapotzalco
309,2015.0,2.0,Estrato alto,Hombre,45-59,18491.0,160108937672000.0,209711062328000.0,Bienes Durables,Azcapotzalco
310,2015.0,2.0,Estrato alto,Hombre,60 y mas,13289.0,110658764389000.0,155121235611000.0,Bienes Durables,Azcapotzalco
311,2015.0,3.0,Pobreza muy alta,Hombre,0-11,941.0,494295229000000.0,138770477100000.0,Bienes Durables,Coyoacán
312,2015.0,3.0,Pobreza muy alta,Hombre,30-44,1587.0,11704814295400.0,20035185704600.0,Bienes Durables,Coyoacán
313,2015.0,3.0,Pobreza muy alta,Mujer,45-59,735.0,479280501257000.0,990719498743000.0,Bienes Durables,Coyoacán
314,2015.0,3.0,Pobreza alta,Hombre,0-11,1669.0,11600207529300.0,21779792470700.0,Bienes Durables,Coyoacán
315,2015.0,3.0,Pobreza alta,Hombre,60 y mas,566.0,350972939145000.0,781027060855000.0,Bienes Durables,Coyoacán
316,2015.0,3.0,Pobreza alta,Mujer,0-11,1715.0,118663029272000.0,224336970728000.0,Bienes Durables,Coyoacán
317,2015.0,3.0,Pobreza alta,Mujer,12-29,2844.0,204023144922000.0,364776855078000.0,Bienes Durables,Coyoacán
318,2015.0,3.0,Pobreza moderada,Mujer,0-11,6217.0,495930689865000.0,747469310135000.0,Bienes Durables,Coyoacán
319,2015.0,3.0,Pobreza moderada,Mujer,60 y mas,9446.0,798547983816000.0,109065201618000.0,Bienes Durables,Coyoacán
320,2015.0,3.0,Satisfaccion mínima,Hombre,0-11,8349.0,6648373994900.0,10049626005100.0,Bienes Durables,Coyoacán
321,2015.0,3.0,Satisfaccion mínima,Mujer,12-29,19828.0,155824176802000.0,240735823198000.0,Bienes Durables,Coyoacán
322,2015.0,3.0,Satisfaccion mínima,Mujer,30-44,15997.0,129974188433000.0,189965811567000.0,Bienes Durables,Coyoacán
323,2015.0,3.0,Satisfaccion mínima,Mujer,45-59,14152.0,11331313026100.0,16972686973900.0,Bienes Durables,Coyoacán
324,2015.0,3.0,Estrato alto,Hombre,60 y mas,30401.0,250069009543000.0,357950990457000.0,Bienes Durables,Coyoacán
325,2015.0,3.0,Estrato alto,Mujer,0-11,19119.0,163647660051000.0,218732339949000.0,Bienes Durables,Coyoacán
326,2015.0,3.0,Estrato alto,Mujer,12-29,43163.0,369205269386000.0,494054730614000.0,Bienes Durables,Coyoacán
327,2015.0,4.0,Pobreza muy alta,Mujer,12-29,1966.0,135465148894000.0,257734851106000.0,Bienes Durables,Cuajimalpa de Morelos
328,2015.0,4.0,Pobreza alta,Hombre,0-11,1371.0,685861356923000.0,205613864308000.0,Bienes Durables,Cuajimalpa de Morelos
329,2015.0,4.0,Pobreza alta,Mujer,0-11,846.0,40225398693900.0,128974601306000.0,Bienes Durables,Cuajimalpa de Morelos
330,2015.0,4.0,Pobreza alta,Mujer,30-44,841.0,554324281378000.0,112767571862000.0,Bienes Durables,Cuajimalpa de Morelos
331,2015.0,4.0,Pobreza moderada,Mujer,12-29,4356.0,3213430161560.0,5498569838440.0,Bienes Durables,Cuajimalpa de Morelos
332,2015.0,4.0,Pobreza moderada,Mujer,30-44,2998.0,213380052243000.0,386219947757000.0,Bienes Durables,Cuajimalpa de Morelos
333,2015.0,4.0,Satisfaccion mínima,Hombre,0-11,2964.0,213660730955000.0,379139269045000.0,Bienes Durables,Cuajimalpa de Morelos
334,2015.0,4.0,Satisfaccion mínima,Hombre,45-59,3311.0,234891793931000.0,427308206069000.0,Bienes Durables,Cuajimalpa de Morelos
335,2015.0,4.0,Satisfaccion mínima,Hombre,60 y mas,1036.0,652924506804000.0,141907549320000.0,Bienes Durables,Cuajimalpa de Morelos
336,2015.0,4.0,Satisfaccion mínima,Mujer,12-29,5900.0,42581649973400.0,75418350026600.0,Bienes Durables,Cuajimalpa de Morelos
337,2015.0,4.0,Satisfaccion mínima,Mujer,45-59,3790.0,285559384712000.0,472440615288000.0,Bienes Durables,Cuajimalpa de Morelos
338,2015.0,4.0,Estrato alto,Hombre,0-11,9249.0,671012269937000.0,117878773006000.0,Bienes Durables,Cuajimalpa de Morelos
339,2015.0,4.0,Estrato alto,Mujer,0-11,8555.0,604992431625000.0,110600756837000.0,Bienes Durables,Cuajimalpa de Morelos
340,2015.0,5.0,Pobreza muy alta,Hombre,0-11,4557.0,34188188924200.0,56951811075800.0,Bienes Durables,Gustavo A. Madero
341,2015.0,5.0,Pobreza muy alta,Hombre,45-59,2923.0,231869109457000.0,352730890543000.0,Bienes Durables,Gustavo A. Madero
342,2015.0,5.0,Pobreza alta,Hombre,0-11,5116.0,380589769016000.0,642610230984000.0,Bienes Durables,Gustavo A. Madero
343,2015.0,5.0,Pobreza alta,Hombre,30-44,4985.0,3745460130800.0,6224539869200.0,Bienes Durables,Gustavo A. Madero
344,2015.0,5.0,Pobreza alta,Hombre,45-59,3197.0,227866000433000.0,411533999567000.0,Bienes Durables,Gustavo A. Madero
345,2015.0,5.0,Pobreza alta,Mujer,0-11,5861.0,440006972129000.0,732193027871000.0,Bienes Durables,Gustavo A. Madero
346,2015.0,5.0,Pobreza alta,Mujer,12-29,7712.0,602481534957000.0,939918465043000.0,Bienes Durables,Gustavo A. Madero
347,2015.0,5.0,Pobreza moderada,Hombre,12-29,27614.0,233967965999000.0,318312034001000.0,Bienes Durables,Gustavo A. Madero
348,2015.0,5.0,Pobreza moderada,Hombre,30-44,21467.0,180668152167000.0,248671847833000.0,Bienes Durables,Gustavo A. Madero
349,2015.0,5.0,Pobreza moderada,Hombre,No especificado,30.0,-143048633858000.0,743048633858000.0,Bienes Durables,Gustavo A. Madero
350,2015.0,5.0,Pobreza moderada,Mujer,0-11,19449.0,164279733064000.0,224700266936000.0,Bienes Durables,Gustavo A. Madero
351,2015.0,5.0,Satisfaccion mínima,Hombre,30-44,33198.0,289427342195000.0,374532657805000.0,Bienes Durables,Gustavo A. Madero
352,2015.0,5.0,Satisfaccion mínima,Hombre,45-59,25527.0,220757626365000.0,289782373635000.0,Bienes Durables,Gustavo A. Madero
353,2015.0,5.0,Satisfaccion mínima,Hombre,60 y mas,19466.0,16512653885600.0,22419346114400.0,Bienes Durables,Gustavo A. Madero
354,2015.0,5.0,Satisfaccion mínima,Mujer,0-11,24849.0,213895455962000.0,283084544038000.0,Bienes Durables,Gustavo A. Madero
355,2015.0,5.0,Satisfaccion mínima,Mujer,30-44,38877.0,332349435145000.0,445190564855000.0,Bienes Durables,Gustavo A. Madero
356,2015.0,5.0,Estrato alto,Hombre,30-44,54347.0,481895677093000.0,605044322907000.0,Bienes Durables,Gustavo A. Madero
357,2015.0,5.0,Estrato alto,Hombre,No especificado,160.0,-737066315665000.0,393706631566000.0,Bienes Durables,Gustavo A. Madero
358,2015.0,5.0,Estrato alto,Mujer,0-11,32937.0,280806014715000.0,377933985285000.0,Bienes Durables,Gustavo A. Madero
359,2015.0,5.0,Estrato alto,Mujer,30-44,59746.0,53087668143600.0,66404331856400.0,Bienes Durables,Gustavo A. Madero
360,2015.0,5.0,Estrato alto,Mujer,45-59,55255.0,491686291375000.0,613413708625000.0,Bienes Durables,Gustavo A. Madero
361,2015.0,6.0,Pobreza muy alta,Hombre,45-59,402.0,136846578412000.0,667153421588000.0,Bienes Durables,Iztacalco
362,2015.0,6.0,Pobreza muy alta,Mujer,12-29,871.0,494444166241000.0,124755583376000.0,Bienes Durables,Iztacalco
363,2015.0,6.0,Pobreza muy alta,Mujer,60 y mas,342.0,150869344538000.0,533130655462000.0,Bienes Durables,Iztacalco
364,2015.0,6.0,Pobreza alta,Hombre,0-11,1269.0,332608619224000.0,220539138078000.0,Bienes Durables,Iztacalco
365,2015.0,6.0,Pobreza alta,Hombre,45-59,988.0,416587671571000.0,155941232843000.0,Bienes Durables,Iztacalco
366,2015.0,6.0,Pobreza alta,Hombre,60 y mas,584.0,340640432233000.0,827359567767000.0,Bienes Durables,Iztacalco
367,2015.0,6.0,Pobreza alta,Mujer,30-44,1074.0,681130359360000.0,146686964064000.0,Bienes Durables,Iztacalco
368,2015.0,6.0,Pobreza alta,Mujer,45-59,888.0,415286855188000.0,136071314481000.0,Bienes Durables,Iztacalco
369,2015.0,6.0,Pobreza moderada,Hombre,60 y mas,4631.0,345795306488000.0,580404693512000.0,Bienes Durables,Iztacalco
370,2015.0,6.0,Pobreza moderada,Mujer,12-29,7889.0,582103196576000.0,995696803424000.0,Bienes Durables,Iztacalco
371,2015.0,6.0,Pobreza moderada,Mujer,45-59,6650.0,520813460330000.0,809186539670000.0,Bienes Durables,Iztacalco
372,2015.0,6.0,Satisfaccion mínima,Hombre,12-29,17037.0,136027153548000.0,204712846452000.0,Bienes Durables,Iztacalco
373,2015.0,6.0,Satisfaccion mínima,Hombre,30-44,11863.0,973914878552000.0,13986851214500.0,Bienes Durables,Iztacalco
374,2015.0,6.0,Satisfaccion mínima,Hombre,45-59,9823.0,773111808872000.0,119148819113000.0,Bienes Durables,Iztacalco
375,2015.0,6.0,Satisfaccion mínima,Hombre,60 y mas,6026.0,43569855406600.0,76950144593400.0,Bienes Durables,Iztacalco
376,2015.0,6.0,Satisfaccion mínima,Mujer,12-29,17415.0,143740757267000.0,204559242733000.0,Bienes Durables,Iztacalco
377,2015.0,6.0,Satisfaccion mínima,Mujer,30-44,13876.0,111786040881000.0,165733959119000.0,Bienes Durables,Iztacalco
378,2015.0,6.0,Satisfaccion mínima,Mujer,45-59,12919.0,104246435795000.0,154133564205000.0,Bienes Durables,Iztacalco
379,2015.0,6.0,Estrato alto,Hombre,No especificado,81.0,-392329976648000.0,20123299766500.0,Bienes Durables,Iztacalco
380,2015.0,6.0,Estrato alto,Mujer,45-59,21970.0,190817875146000.0,248582124854000.0,Bienes Durables,Iztacalco
381,2015.0,6.0,Estrato alto,Mujer,60 y mas,15743.0,125925167707000.0,188934832293000.0,Bienes Durables,Iztacalco
382,2015.0,7.0,Pobreza muy alta,Hombre,30-44,10861.0,861367210853000.0,131083278915000.0,Bienes Durables,Iztapalapa
383,2015.0,7.0,Pobreza muy alta,Hombre,45-59,4858.0,385798013607000.0,585801986393000.0,Bienes Durables,Iztapalapa
384,2015.0,7.0,Pobreza muy alta,Hombre,60 y mas,3581.0,264966895991000.0,451233104009000.0,Bienes Durables,Iztapalapa
385,2015.0,7.0,Pobreza muy alta,Mujer,0-11,11296.0,897950281189000.0,136124971881000.0,Bienes Durables,Iztapalapa
386,2015.0,7.0,Pobreza muy alta,Mujer,12-29,15677.0,126923334644000.0,186616665356000.0,Bienes Durables,Iztapalapa
387,2015.0,7.0,Pobreza muy alta,Mujer,45-59,5181.0,423673632619000.0,612526367381000.0,Bienes Durables,Iztapalapa
388,2015.0,7.0,Pobreza muy alta,Mujer,No especificado,23.0,-1563667505320.0,6163667505320.0,Bienes Durables,Iztapalapa
389,2015.0,7.0,Pobreza alta,Hombre,0-11,12857.0,104351660019000.0,152788339981000.0,Bienes Durables,Iztapalapa
390,2015.0,7.0,Pobreza alta,Hombre,30-44,10659.0,838461277664000.0,129333872234000.0,Bienes Durables,Iztapalapa
391,2015.0,7.0,Pobreza alta,Hombre,No especificado,32.0,-202786951693000.0,842786951693000.0,Bienes Durables,Iztapalapa
392,2015.0,7.0,Pobreza alta,Mujer,45-59,7251.0,627237177687000.0,822962822313000.0,Bienes Durables,Iztapalapa
393,2015.0,7.0,Pobreza alta,Mujer,No especificado,41.0,-225671521418000.0,104567152142000.0,Bienes Durables,Iztapalapa
394,2015.0,7.0,Pobreza moderada,Hombre,30-44,40771.0,359455162872000.0,455964837128000.0,Bienes Durables,Iztapalapa
395,2015.0,7.0,Pobreza moderada,Hombre,45-59,26190.0,237972041753000.0,285827958247000.0,Bienes Durables,Iztapalapa
396,2015.0,7.0,Pobreza moderada,Mujer,0-11,36480.0,318002060003000.0,411597939997000.0,Bienes Durables,Iztapalapa
397,2015.0,7.0,Pobreza moderada,Mujer,30-44,46707.0,423886650853000.0,510253349147000.0,Bienes Durables,Iztapalapa
398,2015.0,7.0,Pobreza moderada,Mujer,45-59,34641.0,305372752668000.0,387447247332000.0,Bienes Durables,Iztapalapa
399,2015.0,7.0,Satisfaccion mínima,Hombre,0-11,41546.0,364895802152000.0,466024197848000.0,Bienes Durables,Iztapalapa
400,2015.0,7.0,Satisfaccion mínima,Hombre,No especificado,201.0,-395584836164000.0,441558483616000.0,Bienes Durables,Iztapalapa
401,2015.0,7.0,Satisfaccion mínima,Mujer,30-44,59355.0,549640316164000.0,637459683836000.0,Bienes Durables,Iztapalapa
402,2015.0,7.0,Satisfaccion mínima,Mujer,45-59,50255.0,452337532964000.0,552762467036000.0,Bienes Durables,Iztapalapa
403,2015.0,7.0,Satisfaccion mínima,Mujer,60 y mas,32085.0,284724767031000.0,356975232969000.0,Bienes Durables,Iztapalapa
404,2015.0,7.0,Estrato alto,Hombre,45-59,69820.0,633496818751000.0,762903181249000.0,Bienes Durables,Iztapalapa
405,2015.0,7.0,Estrato alto,Mujer,0-11,54216.0,489889916734000.0,594430083266000.0,Bienes Durables,Iztapalapa
406,2015.0,7.0,Estrato alto,Mujer,60 y mas,48585.0,428997351030000.0,542702648970000.0,Bienes Durables,Iztapalapa
407,2015.0,8.0,Pobreza muy alta,Hombre,60 y mas,749.0,401007222404000.0,109699277760000.0,Bienes Durables,La Magdalena Contreras
408,2015.0,8.0,Pobreza muy alta,Mujer,60 y mas,595.0,312535644560000.0,877464355440000.0,Bienes Durables,La Magdalena Contreras
409,2015.0,8.0,Pobreza alta,Hombre,0-11,1154.0,586889575288000.0,172111042471000.0,Bienes Durables,La Magdalena Contreras
410,2015.0,8.0,Pobreza alta,Hombre,12-29,1286.0,705502626485000.0,186649737351000.0,Bienes Durables,La Magdalena Contreras
411,2015.0,8.0,Pobreza alta,Hombre,No especificado,17.0,-208802296301000.0,548802296301000.0,Bienes Durables,La Magdalena Contreras
412,2015.0,8.0,Pobreza alta,Mujer,60 y mas,602.0,399548237667000.0,804451762333000.0,Bienes Durables,La Magdalena Contreras
